fig|3702.11.peg.1	ATMG00010	ATMG00010.1
fig|3702.11.peg.399	AT5G02800	AT5G02800.1
fig|3702.11.peg.3990	AT5G44240	AT5G44240.1
fig|3702.11.peg.3991	AT5G44250	AT5G44250.1
fig|3702.11.peg.3992	AT5G44260	AT5G44260.1
fig|3702.11.peg.3993	AT5G44265	AT5G44265.1
fig|3702.11.peg.3994	AT5G44270	AT5G44270.1
fig|3702.11.peg.3995	AT5G44280	AT5G44280.2
fig|3702.11.peg.3996	AT5G44290	AT5G44290.4
fig|3702.11.peg.3997	AT5G44300	AT5G44300.1
fig|3702.11.peg.3998	AT5G44306	AT5G44306.1
fig|3702.11.peg.3999	AT5G44310	AT5G44310.2
fig|3702.11.peg.4	ATMG00050	ATMG00050.1
fig|3702.11.peg.40	ATMG00513	ATMG00513.1
fig|3702.11.peg.400	AT5G02810	AT5G02810.1
fig|3702.11.peg.4000	AT5G44316	AT5G44316.1
fig|3702.11.peg.4001	AT5G44320	AT5G44320.1
fig|3702.11.peg.4002	AT5G44330	AT5G44330.1
fig|3702.11.peg.4003	AT5G44340	AT5G44340.1
fig|3702.11.peg.4004	AT5G44345	AT5G44345.1
fig|3702.11.peg.4005	AT5G44350	AT5G44350.1
fig|3702.11.peg.4006	AT5G44360	AT5G44360.1
fig|3702.11.peg.4007	AT5G44370	AT5G44370.1
fig|3702.11.peg.4008	AT5G44380	AT5G44380.1
fig|3702.11.peg.4009	AT5G44390	AT5G44390.1
fig|3702.11.peg.401	AT5G02811	AT5G02811.1
fig|3702.11.peg.4010	AT5G44400	AT5G44400.1
fig|3702.11.peg.4011	AT5G44410	AT5G44410.1
fig|3702.11.peg.4012	AT5G44420	AT5G44420.1
fig|3702.11.peg.4013	AT5G44430	AT5G44430.1
fig|3702.11.peg.4014	AT5G44440	AT5G44440.1
fig|3702.11.peg.4015	AT5G44450	AT5G44450.1
fig|3702.11.peg.4016	AT5G44460	AT5G44460.1
fig|3702.11.peg.4017	AT5G44470	AT5G44470.1
fig|3702.11.peg.4018	AT5G44480	AT5G44480.1
fig|3702.11.peg.4019	AT5G44490	AT5G44490.1
fig|3702.11.peg.402	AT5G02820	AT5G02820.1
fig|3702.11.peg.4020	AT5G44495	AT5G44495.1
fig|3702.11.peg.4021	AT5G44500	AT5G44500.1
fig|3702.11.peg.4022	AT5G44510	AT5G44510.1
fig|3702.11.peg.4023	AT5G44520	AT5G44520.1
fig|3702.11.peg.4024	AT5G44530	AT5G44530.1
fig|3702.11.peg.4025	AT5G44540	AT5G44540.1
fig|3702.11.peg.4026	AT5G44550	AT5G44550.1
fig|3702.11.peg.4027	AT5G44560	AT5G44560.1
fig|3702.11.peg.4028	AT5G44565	AT5G44565.1
fig|3702.11.peg.4029	AT5G44568	AT5G44568.1
fig|3702.11.peg.403	AT5G02830	AT5G02830.1
fig|3702.11.peg.4030	AT5G44570	AT5G44570.2
fig|3702.11.peg.4031	AT5G44572	AT5G44572.1
fig|3702.11.peg.4032	AT5G44574	AT5G44574.1
fig|3702.11.peg.4033	AT5G44575	AT5G44575.1
fig|3702.11.peg.4034	AT5G44578	AT5G44578.1
fig|3702.11.peg.4035	AT5G44580	AT5G44580.1
fig|3702.11.peg.4036	AT5G44582	AT5G44582.1
fig|3702.11.peg.4037	AT5G44585	AT5G44585.1
fig|3702.11.peg.4038	AT5G44590	AT5G44590.1
fig|3702.11.peg.4039	AT5G44600	AT5G44600.1
fig|3702.11.peg.404	AT5G02840	AT5G02840.2
fig|3702.11.peg.4040	AT5G44610	AT5G44610.1
fig|3702.11.peg.4041	AT5G44620	AT5G44620.1
fig|3702.11.peg.4042	AT5G44630	AT5G44630.1
fig|3702.11.peg.4043	AT5G44635	AT5G44635.1
fig|3702.11.peg.4044	AT5G44640	AT5G44640.1
fig|3702.11.peg.4045	AT5G44650	AT5G44650.1
fig|3702.11.peg.4046	AT5G44660	AT5G44660.1
fig|3702.11.peg.4047	AT5G44670	AT5G44670.1
fig|3702.11.peg.4048	AT5G44680	AT5G44680.1
fig|3702.11.peg.4049	AT5G44690	AT5G44690.1
fig|3702.11.peg.405	AT5G02850	AT5G02850.1
fig|3702.11.peg.4050	AT5G44700	AT5G44700.1
fig|3702.11.peg.4051	AT5G44710	AT5G44710.1
fig|3702.11.peg.4052	AT5G44720	AT5G44720.1
fig|3702.11.peg.4053	AT5G44730	AT5G44730.1
fig|3702.11.peg.4054	AT5G44740	AT5G44740.2
fig|3702.11.peg.4055	AT5G44750	AT5G44750.2
fig|3702.11.peg.4056	AT5G44760	AT5G44760.1
fig|3702.11.peg.4057	AT5G44770	AT5G44770.1
fig|3702.11.peg.4058	AT5G44780	AT5G44780.1
fig|3702.11.peg.4059	AT5G44785	AT5G44785.2
fig|3702.11.peg.406	AT5G02860	AT5G02860.1
fig|3702.11.peg.4060	AT5G44790	AT5G44790.1
fig|3702.11.peg.4061	AT5G44800	AT5G44800.1
fig|3702.11.peg.4062	AT5G44820	AT5G44820.1
fig|3702.11.peg.4063	AT5G44830	AT5G44830.1
fig|3702.11.peg.4064	AT5G44840	AT5G44840.1
fig|3702.11.peg.4065	AT5G44850	AT5G44850.1
fig|3702.11.peg.4066	AT5G44860	AT5G44860.1
fig|3702.11.peg.4067	AT5G44870	AT5G44870.1
fig|3702.11.peg.4068	AT5G44894	AT5G44894.1
fig|3702.11.peg.4069	AT5G44900	AT5G44900.1
fig|3702.11.peg.407	AT5G02870	AT5G02870.1
fig|3702.11.peg.4070	AT5G44910	AT5G44910.1
fig|3702.11.peg.4071	AT5G44920	AT5G44920.1
fig|3702.11.peg.4072	AT5G44930	AT5G44930.2
fig|3702.11.peg.4073	AT5G44940	AT5G44940.1
fig|3702.11.peg.4074	AT5G44950	AT5G44950.1
fig|3702.11.peg.4075	AT5G44960	AT5G44960.1
fig|3702.11.peg.4076	AT5G44970	AT5G44970.1
fig|3702.11.peg.4077	AT5G44973	AT5G44973.1
fig|3702.11.peg.4078	AT5G44980	AT5G44980.1
fig|3702.11.peg.4079	AT5G44990	AT5G44990.1
fig|3702.11.peg.408	AT5G02880	AT5G02880.1
fig|3702.11.peg.4080	AT5G45000	AT5G45000.1
fig|3702.11.peg.4081	AT5G45010	AT5G45010.1
fig|3702.11.peg.4082	AT5G45020	AT5G45020.1
fig|3702.11.peg.4083	AT5G45030	AT5G45030.1
fig|3702.11.peg.4084	AT5G45040	AT5G45040.1
fig|3702.11.peg.4085	AT5G45050	AT5G45050.1
fig|3702.11.peg.4086	AT5G45060	AT5G45060.1
fig|3702.11.peg.4087	AT5G45070	AT5G45070.1
fig|3702.11.peg.4088	AT5G45080	AT5G45080.1
fig|3702.11.peg.4089	AT5G45090	AT5G45090.1
fig|3702.11.peg.409	AT5G02890	AT5G02890.1
fig|3702.11.peg.4090	AT5G45095	AT5G45095.1
fig|3702.11.peg.4091	AT5G45100	AT5G45100.1
fig|3702.11.peg.4092	AT5G45105	AT5G45105.2
fig|3702.11.peg.4093	AT5G45110	AT5G45110.1
fig|3702.11.peg.4094	AT5G45113	AT5G45113.1
fig|3702.11.peg.4095	AT5G45120	AT5G45120.1
fig|3702.11.peg.4096	AT5G45130	AT5G45130.1
fig|3702.11.peg.4097	AT5G45140	AT5G45140.1
fig|3702.11.peg.4098	AT5G45150	AT5G45150.1
fig|3702.11.peg.4099	AT5G45160	AT5G45160.1
fig|3702.11.peg.41	ATMG00516	ATMG00516.1
fig|3702.11.peg.410	AT5G02900	AT5G02900.1
fig|3702.11.peg.4100	AT5G45170	AT5G45170.1
fig|3702.11.peg.4101	AT5G45180	AT5G45180.1
fig|3702.11.peg.4102	AT5G45190	AT5G45190.2
fig|3702.11.peg.4103	AT5G45200	AT5G45200.1
fig|3702.11.peg.4104	AT5G45210	AT5G45210.1
fig|3702.11.peg.4105	AT5G45220	AT5G45220.1
fig|3702.11.peg.4106	AT5G45230	AT5G45230.1
fig|3702.11.peg.4107	AT5G45240	AT5G45240.1
fig|3702.11.peg.4108	AT5G45250	AT5G45250.1
fig|3702.11.peg.4109	AT5G45260	AT5G45260.1
fig|3702.11.peg.411	AT5G02910	AT5G02910.1
fig|3702.11.peg.4110	AT5G45275	AT5G45275.1
fig|3702.11.peg.4111	AT5G45280	AT5G45280.2
fig|3702.11.peg.4112	AT5G45290	AT5G45290.2
fig|3702.11.peg.4113	AT5G45300	AT5G45300.1
fig|3702.11.peg.4114	AT5G45310	AT5G45310.1
fig|3702.11.peg.4115	AT5G45320	AT5G45320.1
fig|3702.11.peg.4116	AT5G45330	AT5G45330.1
fig|3702.11.peg.4117	AT5G45340	AT5G45340.1
fig|3702.11.peg.4118	AT5G45350	AT5G45350.1
fig|3702.11.peg.4119	AT5G45360	AT5G45360.1
fig|3702.11.peg.412	AT5G02920	AT5G02920.1
fig|3702.11.peg.4120	AT5G45370	AT5G45370.2
fig|3702.11.peg.4121	AT5G45380	AT5G45380.1
fig|3702.11.peg.4122	AT5G45390	AT5G45390.1
fig|3702.11.peg.4123	AT5G45400	AT5G45400.1
fig|3702.11.peg.4124	AT5G45410	AT5G45410.3
fig|3702.11.peg.4125	AT5G45420	AT5G45420.1
fig|3702.11.peg.4126	AT5G45430	AT5G45430.1
fig|3702.11.peg.4127	AT5G45428	AT5G45428.1
fig|3702.11.peg.4128	AT5G45440	AT5G45440.1
fig|3702.11.peg.4129	AT5G45450	AT5G45450.1
fig|3702.11.peg.413	AT5G02930	AT5G02930.1
fig|3702.11.peg.4130	AT5G45460	AT5G45460.1
fig|3702.11.peg.4131	AT5G45469	AT5G45469.1
fig|3702.11.peg.4132	AT5G45470	AT5G45470.1
fig|3702.11.peg.4133	AT5G45480	AT5G45480.1
fig|3702.11.peg.4134	AT5G45490	AT5G45490.2
fig|3702.11.peg.4135	AT5G45500	AT5G45500.1
fig|3702.11.peg.4136	AT5G45510	AT5G45510.1
fig|3702.11.peg.4137	AT5G45520	AT5G45520.1
fig|3702.11.peg.4138	AT5G45530	AT5G45530.1
fig|3702.11.peg.4139	AT5G45540	AT5G45540.1
fig|3702.11.peg.414	AT5G02940	AT5G02940.1
fig|3702.11.peg.4140	AT5G45550	AT5G45550.1
fig|3702.11.peg.4141	AT5G45560	AT5G45560.1
fig|3702.11.peg.4142	AT5G45570	AT5G45570.1
fig|3702.11.peg.4143	AT5G45573	AT5G45573.1
fig|3702.11.peg.4144	AT5G45580	AT5G45580.1
fig|3702.11.peg.4145	AT5G45590	AT5G45590.1
fig|3702.11.peg.4146	AT5G45600	AT5G45600.1
fig|3702.11.peg.4147	AT5G45610	AT5G45610.1
fig|3702.11.peg.4148	AT5G45620	AT5G45620.1
fig|3702.11.peg.4149	AT5G45630	AT5G45630.1
fig|3702.11.peg.415	AT5G02950	AT5G02950.1
fig|3702.11.peg.4150	AT5G45640	AT5G45640.1
fig|3702.11.peg.4151	AT5G45650	AT5G45650.1
fig|3702.11.peg.4152	AT5G45660	AT5G45660.1
fig|3702.11.peg.4153	AT5G45670	AT5G45670.1
fig|3702.11.peg.4154	AT5G45680	AT5G45680.1
fig|3702.11.peg.4155	AT5G45690	AT5G45690.1
fig|3702.11.peg.4156	AT5G45700	AT5G45700.1
fig|3702.11.peg.4157	AT5G45710	AT5G45710.1
fig|3702.11.peg.4158	AT5G45720	AT5G45720.1
fig|3702.11.peg.4159	AT5G45730	AT5G45730.1
fig|3702.11.peg.416	AT5G02960	AT5G02960.1
fig|3702.11.peg.4160	AT5G45740	AT5G45740.1
fig|3702.11.peg.4161	AT5G45750	AT5G45750.1
fig|3702.11.peg.4162	AT5G45760	AT5G45760.1
fig|3702.11.peg.4163	AT5G45770	AT5G45770.1
fig|3702.11.peg.4164	AT5G45775	AT5G45775.2
fig|3702.11.peg.4165	AT5G45780	AT5G45780.1
fig|3702.11.peg.4166	AT5G45790	AT5G45790.2
fig|3702.11.peg.4167	AT5G45800	AT5G45800.1
fig|3702.11.peg.4168	AT5G45810	AT5G45810.1
fig|3702.11.peg.4169	AT5G45820	AT5G45820.1
fig|3702.11.peg.417	AT5G02970	AT5G02970.1
fig|3702.11.peg.4170	AT5G45830	AT5G45830.1
fig|3702.11.peg.4171	AT5G45840	AT5G45840.2
fig|3702.11.peg.4172	AT5G45850	AT5G45850.1
fig|3702.11.peg.4173	AT5G45860	AT5G45860.1
fig|3702.11.peg.4174	AT5G45870	AT5G45870.1
fig|3702.11.peg.4175	AT5G45875	AT5G45875.1
fig|3702.11.peg.4176	AT5G45880	AT5G45880.1
fig|3702.11.peg.4177	AT5G45890	AT5G45890.1
fig|3702.11.peg.4178	AT5G45900	AT5G45900.1
fig|3702.11.peg.4179	AT5G45910	AT5G45910.1
fig|3702.11.peg.418	AT5G02980	AT5G02980.1
fig|3702.11.peg.4180	AT5G45920	AT5G45920.1
fig|3702.11.peg.4181	AT5G45930	AT5G45930.1
fig|3702.11.peg.4182	AT5G45940	AT5G45940.1
fig|3702.11.peg.4183	AT5G45950	AT5G45950.1
fig|3702.11.peg.4184	AT5G45960	AT5G45960.1
fig|3702.11.peg.4185	AT5G45970	AT5G45970.1
fig|3702.11.peg.4186	AT5G45973	AT5G45973.1
fig|3702.11.peg.4187	AT5G45980	AT5G45980.1
fig|3702.11.peg.4188	AT5G45990	AT5G45990.1
fig|3702.11.peg.4189	AT5G46000	AT5G46000.1
fig|3702.11.peg.419	AT5G02990	AT5G02990.1
fig|3702.11.peg.4190	AT5G46010	AT5G46010.1
fig|3702.11.peg.4191	AT5G46013	AT5G46013.1
fig|3702.11.peg.4192	AT5G46020	AT5G46020.1
fig|3702.11.peg.4193	AT5G46025	AT5G46025.1
fig|3702.11.peg.4194	AT5G46030	AT5G46030.1
fig|3702.11.peg.4195	AT5G46040	AT5G46040.1
fig|3702.11.peg.4196	AT5G46050	AT5G46050.1
fig|3702.11.peg.4197	AT5G46060	AT5G46060.1
fig|3702.11.peg.4198	AT5G46070	AT5G46070.1
fig|3702.11.peg.4199	AT5G46080	AT5G46080.1
fig|3702.11.peg.42	ATMG00520	ATMG00520.1
fig|3702.11.peg.420	AT5G03000	AT5G03000.1
fig|3702.11.peg.4200	AT5G46090	AT5G46090.1
fig|3702.11.peg.4201	AT5G46100	AT5G46100.1
fig|3702.11.peg.4202	AT5G46110	AT5G46110.4
fig|3702.11.peg.4203	AT5G46115	AT5G46115.1
fig|3702.11.peg.4204	AT5G46130	AT5G46130.1
fig|3702.11.peg.4205	AT5G46140	AT5G46140.1
fig|3702.11.peg.4206	AT5G46150	AT5G46150.1
fig|3702.11.peg.4207	AT5G46160	AT5G46160.1
fig|3702.11.peg.4208	AT5G46170	AT5G46170.1
fig|3702.11.peg.4209	AT5G46180	AT5G46180.1
fig|3702.11.peg.421	AT5G03010	AT5G03010.1
fig|3702.11.peg.4210	AT5G46190	AT5G46190.1
fig|3702.11.peg.4211	AT5G46200	AT5G46200.1
fig|3702.11.peg.4212	AT5G46210	AT5G46210.1
fig|3702.11.peg.4213	AT5G46220	AT5G46220.1
fig|3702.11.peg.4214	AT5G46230	AT5G46230.1
fig|3702.11.peg.4215	AT5G46240	AT5G46240.1
fig|3702.11.peg.4216	AT5G46250	AT5G46250.1
fig|3702.11.peg.4217	AT5G46260	AT5G46260.1
fig|3702.11.peg.4218	AT5G46270	AT5G46270.1
fig|3702.11.peg.4219	AT5G46280	AT5G46280.1
fig|3702.11.peg.422	AT5G03020	AT5G03020.1
fig|3702.11.peg.4220	AT5G46290	AT5G46290.3
fig|3702.11.peg.4221	AT5G46295	AT5G46295.1
fig|3702.11.peg.4222	AT5G46300	AT5G46300.1
fig|3702.11.peg.4223	AT5G46310	AT5G46310.1
fig|3702.11.peg.4224	AT5G46320	AT5G46320.1
fig|3702.11.peg.4225	AT5G46330	AT5G46330.1
fig|3702.11.peg.4226	AT5G46340	AT5G46340.1
fig|3702.11.peg.4227	AT5G46350	AT5G46350.1
fig|3702.11.peg.4228	AT5G46360	AT5G46360.1
fig|3702.11.peg.4229	AT5G46370	AT5G46370.1
fig|3702.11.peg.423	AT5G03030	AT5G03030.1
fig|3702.11.peg.4230	AT5G46380	AT5G46380.1
fig|3702.11.peg.4231	AT5G46390	AT5G46390.2
fig|3702.11.peg.4232	AT5G46400	AT5G46400.1
fig|3702.11.peg.4233	AT5G46410	AT5G46410.2
fig|3702.11.peg.4234	AT5G46417	AT5G46417.1
fig|3702.11.peg.4235	AT5G46420	AT5G46420.1
fig|3702.11.peg.4236	AT5G46430	AT5G46430.2
fig|3702.11.peg.4237	AT5G46440	AT5G46440.1
fig|3702.11.peg.4238	AT5G46450	AT5G46450.1
fig|3702.11.peg.4239	AT5G46460	AT5G46460.1
fig|3702.11.peg.424	AT5G03040	AT5G03040.2
fig|3702.11.peg.4240	AT5G46470	AT5G46470.1
fig|3702.11.peg.4241	AT5G46490	AT5G46490.2
fig|3702.11.peg.4242	AT5G46500	AT5G46500.1
fig|3702.11.peg.4243	AT5G46510	AT5G46510.1
fig|3702.11.peg.4244	AT5G46520	AT5G46520.1
fig|3702.11.peg.4245	AT5G46530	AT5G46530.1
fig|3702.11.peg.4246	AT5G46540	AT5G46540.1
fig|3702.11.peg.4247	AT5G46550	AT5G46550.1
fig|3702.11.peg.4248	AT5G46560	AT5G46560.1
fig|3702.11.peg.4249	AT5G46570	AT5G46570.1
fig|3702.11.peg.425	AT5G03050	AT5G03050.1
fig|3702.11.peg.4250	AT5G46580	AT5G46580.1
fig|3702.11.peg.4251	AT5G46590	AT5G46590.1
fig|3702.11.peg.4252	AT5G46600	AT5G46600.1
fig|3702.11.peg.4253	AT5G46610	AT5G46610.1
fig|3702.11.peg.4254	AT5G46620	AT5G46620.1
fig|3702.11.peg.4255	AT5G46630	AT5G46630.2
fig|3702.11.peg.4256	AT5G46640	AT5G46640.1
fig|3702.11.peg.4257	AT5G46650	AT5G46650.1
fig|3702.11.peg.4258	AT5G46660	AT5G46660.1
fig|3702.11.peg.4259	AT5G46670	AT5G46670.1
fig|3702.11.peg.426	AT5G03060	AT5G03060.1
fig|3702.11.peg.4260	AT5G46680	AT5G46680.1
fig|3702.11.peg.4261	AT5G46690	AT5G46690.1
fig|3702.11.peg.4262	AT5G46700	AT5G46700.1
fig|3702.11.peg.4263	AT5G46710	AT5G46710.1
fig|3702.11.peg.4264	AT5G46720	AT5G46720.1
fig|3702.11.peg.4265	AT5G46730	AT5G46730.1
fig|3702.11.peg.4266	AT5G46740	AT5G46740.1
fig|3702.11.peg.4267	AT5G46750	AT5G46750.1
fig|3702.11.peg.4268	AT5G46760	AT5G46760.1
fig|3702.11.peg.4269	AT5G46770	AT5G46770.1
fig|3702.11.peg.427	AT5G03070	AT5G03070.1
fig|3702.11.peg.4270	AT5G46780	AT5G46780.2
fig|3702.11.peg.4271	AT5G46790	AT5G46790.1
fig|3702.11.peg.4272	AT5G46795	AT5G46795.1
fig|3702.11.peg.4273	AT5G46800	AT5G46800.1
fig|3702.11.peg.4274	AT5G46810	AT5G46810.1
fig|3702.11.peg.4275	AT5G46820	AT5G46820.1
fig|3702.11.peg.4276	AT5G46830	AT5G46830.1
fig|3702.11.peg.4277	AT5G46840	AT5G46840.1
fig|3702.11.peg.4278	AT5G46850	AT5G46850.2
fig|3702.11.peg.4279	AT5G46860	AT5G46860.1
fig|3702.11.peg.428	AT5G03080	AT5G03080.1
fig|3702.11.peg.4280	AT5G46870	AT5G46870.1
fig|3702.11.peg.4281	AT5G46871	AT5G46871.1
fig|3702.11.peg.4282	AT5G46873	AT5G46873.1
fig|3702.11.peg.4283	AT5G46874	AT5G46874.1
fig|3702.11.peg.4284	AT5G46877	AT5G46877.1
fig|3702.11.peg.4285	AT5G46880	AT5G46880.1
fig|3702.11.peg.4286	AT5G46890	AT5G46890.1
fig|3702.11.peg.4287	AT5G46900	AT5G46900.1
fig|3702.11.peg.4288	AT5G46910	AT5G46910.1
fig|3702.11.peg.4289	AT5G46915	AT5G46915.1
fig|3702.11.peg.429	AT5G03090	AT5G03090.1
fig|3702.11.peg.4290	AT5G46920	AT5G46920.1
fig|3702.11.peg.4291	AT5G46930	AT5G46930.1
fig|3702.11.peg.4292	AT5G46940	AT5G46940.1
fig|3702.11.peg.4293	AT5G46950	AT5G46950.1
fig|3702.11.peg.4294	AT5G46960	AT5G46960.1
fig|3702.11.peg.4295	AT5G46970	AT5G46970.1
fig|3702.11.peg.4296	AT5G46980	AT5G46980.1
fig|3702.11.peg.4297	AT5G46990	AT5G46990.1
fig|3702.11.peg.4298	AT5G47000	AT5G47000.1
fig|3702.11.peg.4299	AT5G47010	AT5G47010.1
fig|3702.11.peg.43	ATMG00530	ATMG00530.1
fig|3702.11.peg.430	AT5G03100	AT5G03100.1
fig|3702.11.peg.4300	AT5G47020	AT5G47020.1
fig|3702.11.peg.4301	AT5G47030	AT5G47030.1
fig|3702.11.peg.4302	AT5G47040	AT5G47040.1
fig|3702.11.peg.4303	AT5G47050	AT5G47050.1
fig|3702.11.peg.4304	AT5G47060	AT5G47060.1
fig|3702.11.peg.4305	AT5G47070	AT5G47070.1
fig|3702.11.peg.4306	AT5G47075	AT5G47075.1
fig|3702.11.peg.4307	AT5G47077	AT5G47077.1
fig|3702.11.peg.4308	AT5G47080	AT5G47080.1
fig|3702.11.peg.4309	AT5G47090	AT5G47090.1
fig|3702.11.peg.431	AT5G03110	AT5G03110.1
fig|3702.11.peg.4310	AT5G47100	AT5G47100.1
fig|3702.11.peg.4311	AT5G47110	AT5G47110.1
fig|3702.11.peg.4312	AT5G47120	AT5G47120.1
fig|3702.11.peg.4313	AT5G47130	AT5G47130.1
fig|3702.11.peg.4314	AT5G47140	AT5G47140.1
fig|3702.11.peg.4315	AT5G47150	AT5G47150.1
fig|3702.11.peg.4316	AT5G47160	AT5G47160.1
fig|3702.11.peg.4317	AT5G47170	AT5G47170.1
fig|3702.11.peg.4318	AT5G47175	AT5G47175.1
fig|3702.11.peg.4319	AT5G47180	AT5G47180.2
fig|3702.11.peg.432	AT5G03120	AT5G03120.1
fig|3702.11.peg.4320	AT5G47190	AT5G47190.1
fig|3702.11.peg.4321	AT5G47200	AT5G47200.1
fig|3702.11.peg.4322	AT5G47210	AT5G47210.1
fig|3702.11.peg.4323	AT5G47220	AT5G47220.1
fig|3702.11.peg.4324	AT5G47229	AT5G47229.1
fig|3702.11.peg.4325	AT5G47230	AT5G47230.1
fig|3702.11.peg.4326	AT5G47240	AT5G47240.1
fig|3702.11.peg.4327	AT5G47250	AT5G47250.1
fig|3702.11.peg.4328	AT5G47260	AT5G47260.1
fig|3702.11.peg.4329	AT5G47280	AT5G47280.1
fig|3702.11.peg.433	AT5G03130	AT5G03130.1
fig|3702.11.peg.4330	AT5G47290	AT5G47290.1
fig|3702.11.peg.4331	AT5G47300	AT5G47300.1
fig|3702.11.peg.4332	AT5G47306	AT5G47306.1
fig|3702.11.peg.4333	AT5G47310	AT5G47310.1
fig|3702.11.peg.4334	AT5G47320	AT5G47320.1
fig|3702.11.peg.4335	AT5G47330	AT5G47330.1
fig|3702.11.peg.4336	AT5G47340	AT5G47340.1
fig|3702.11.peg.4337	AT5G47350	AT5G47350.1
fig|3702.11.peg.4338	AT5G47360	AT5G47360.1
fig|3702.11.peg.4339	AT5G47370	AT5G47370.1
fig|3702.11.peg.434	AT5G03140	AT5G03140.1
fig|3702.11.peg.4340	AT5G47380	AT5G47380.1
fig|3702.11.peg.4341	AT5G47390	AT5G47390.1
fig|3702.11.peg.4342	AT5G47400	AT5G47400.1
fig|3702.11.peg.4343	AT5G47420	AT5G47420.1
fig|3702.11.peg.4344	AT5G47430	AT5G47430.1
fig|3702.11.peg.4345	AT5G47435	AT5G47435.1
fig|3702.11.peg.4346	AT5G47440	AT5G47440.1
fig|3702.11.peg.4347	AT5G47450	AT5G47450.1
fig|3702.11.peg.4348	AT5G47455	AT5G47455.4
fig|3702.11.peg.4349	AT5G47460	AT5G47460.1
fig|3702.11.peg.435	AT5G03150	AT5G03150.1
fig|3702.11.peg.4350	AT5G47470	AT5G47470.1
fig|3702.11.peg.4351	AT5G47480	AT5G47480.1
fig|3702.11.peg.4352	AT5G47490	AT5G47490.1
fig|3702.11.peg.4353	AT5G47500	AT5G47500.1
fig|3702.11.peg.4354	AT5G47510	AT5G47510.1
fig|3702.11.peg.4355	AT5G47520	AT5G47520.1
fig|3702.11.peg.4356	AT5G47530	AT5G47530.1
fig|3702.11.peg.4357	AT5G47540	AT5G47540.1
fig|3702.11.peg.4358	AT5G47550	AT5G47550.1
fig|3702.11.peg.4359	AT5G47560	AT5G47560.1
fig|3702.11.peg.436	AT5G03160	AT5G03160.1
fig|3702.11.peg.4360	AT5G47570	AT5G47570.1
fig|3702.11.peg.4361	AT5G47580	AT5G47580.1
fig|3702.11.peg.4362	AT5G47590	AT5G47590.1
fig|3702.11.peg.4363	AT5G47600	AT5G47600.1
fig|3702.11.peg.4364	AT5G47610	AT5G47610.1
fig|3702.11.peg.4365	AT5G47620	AT5G47620.4
fig|3702.11.peg.4366	AT5G47630	AT5G47630.1
fig|3702.11.peg.4367	AT5G47635	AT5G47635.1
fig|3702.11.peg.4368	AT5G47640	AT5G47640.1
fig|3702.11.peg.4369	AT5G47650	AT5G47650.1
fig|3702.11.peg.437	AT5G03170	AT5G03170.1
fig|3702.11.peg.4370	AT5G47660	AT5G47660.1
fig|3702.11.peg.4371	AT5G47670	AT5G47670.1
fig|3702.11.peg.4372	AT5G47680	AT5G47680.1
fig|3702.11.peg.4373	AT5G47690	AT5G47690.3
fig|3702.11.peg.4374	AT5G47700	AT5G47700.2
fig|3702.11.peg.4375	AT5G47710	AT5G47710.1
fig|3702.11.peg.4376	AT5G47720	AT5G47720.4
fig|3702.11.peg.4377	AT5G47730	AT5G47730.1
fig|3702.11.peg.4378	AT5G47740	AT5G47740.2
fig|3702.11.peg.4379	AT5G47750	AT5G47750.1
fig|3702.11.peg.438	AT5G03180	AT5G03180.2
fig|3702.11.peg.4380	AT5G47760	AT5G47760.1
fig|3702.11.peg.4381	AT5G47770	AT5G47770.1
fig|3702.11.peg.4382	AT5G47780	AT5G47780.1
fig|3702.11.peg.4383	AT5G47790	AT5G47790.1
fig|3702.11.peg.4384	AT5G47800	AT5G47800.1
fig|3702.11.peg.4385	AT5G47810	AT5G47810.1
fig|3702.11.peg.4386	AT5G47820	AT5G47820.1
fig|3702.11.peg.4387	AT5G47830	AT5G47830.1
fig|3702.11.peg.4388	AT5G47840	AT5G47840.1
fig|3702.11.peg.4389	AT5G47850	AT5G47850.1
fig|3702.11.peg.439	AT5G03190	AT5G03190.2
fig|3702.11.peg.4390	AT5G47860	AT5G47860.1
fig|3702.11.peg.4391	AT5G47870	AT5G47870.1
fig|3702.11.peg.4392	AT5G47880	AT5G47880.1
fig|3702.11.peg.4393	AT5G47890	AT5G47890.1
fig|3702.11.peg.4394	AT5G47900	AT5G47900.1
fig|3702.11.peg.4395	AT5G47910	AT5G47910.1
fig|3702.11.peg.4396	AT5G47920	AT5G47920.1
fig|3702.11.peg.4397	AT5G47928	AT5G47928.1
fig|3702.11.peg.4398	AT5G47930	AT5G47930.1
fig|3702.11.peg.4399	AT5G47940	AT5G47940.1
fig|3702.11.peg.44	ATMG00540	ATMG00540.1
fig|3702.11.peg.440	AT5G03200	AT5G03200.1
fig|3702.11.peg.4400	AT5G47950	AT5G47950.1
fig|3702.11.peg.4401	AT5G47960	AT5G47960.1
fig|3702.11.peg.4402	AT5G47970	AT5G47970.2
fig|3702.11.peg.4403	AT5G47980	AT5G47980.1
fig|3702.11.peg.4404	AT5G47990	AT5G47990.1
fig|3702.11.peg.4405	AT5G48000	AT5G48000.1
fig|3702.11.peg.4406	AT5G48010	AT5G48010.2
fig|3702.11.peg.4407	AT5G48020	AT5G48020.1
fig|3702.11.peg.4408	AT5G48030	AT5G48030.1
